,dT,Tf,strainrange,df4,dc20,lte_cycles,ratio_dmgs
295,140,550,0.00143568,1.005931241473384e-20,6.683006658387357e-05,14963.999999999993,1.5052076002511722e-16
296,150,550,0.00153892,9.289310178772092e-19,5.331051311018561e-05,18759.000000000007,1.7424912342472387e-14
297,160,550,0.00164199,4.482937249104829e-17,4.409211166876566e-05,22680.0,1.0167209234119056e-12
298,170,550,0.00174563,1.2967060569525464e-15,3.5994149913509444e-05,27783.0,3.6025466918052216e-11
299,180,550,0.00184975,2.4328976161884485e-14,2.9837996399960593e-05,33515.0,8.153689623046075e-10
300,190,550,0.00195427,3.1586839781973273e-13,1.0953366758169018e-05,91296.99999999994,2.883756244025684e-08
301,200,550,0.00206722,3.5190473912537086e-12,0.000286569297674025,3490.000000000002,1.2279917701639675e-08
302,210,550,0.00219128,3.4613717239844984e-11,0.0005270475572502,1897.9999999999984,6.567475128893001e-08
303,220,550,0.00232439,4.3137633014771515e-07,0.000794497005594675,1252.9999999999986,0.0005429552623987968
304,230,550,0.00246336,1.1123123821580302e-06,0.001046852672442375,946.999999999999,0.0010625300115659384
305,240,550,0.00260765,2.5375569282491095e-06,0.0012859830630425249,765.0000000000003,0.001973242884121249
306,250,550,0.00275696,5.185172598186808e-06,0.0015396160948304251,630.9999999999983,0.003367834758026421
307,260,550,0.00291057,9.59128951803462e-06,0.0018354188560516503,520.9999999999997,0.005225667964786732
308,270,550,,,,0.0,
309,280,550,,,,0.0,
310,290,550,,,,0.0,
311,300,550,,,,0.0,
312,50,575,0.0005332,6.649007864332832e-96,3.273478809567157e-07,inf,
313,60,575,0.00063188,9.126616371525575e-81,2.088901119045498e-06,478721.0,4.3690992782348116e-75
314,70,575,0.00073132,3.6351628523840336e-69,1.0165774377279771e-05,98369.99999999994,3.575883860366332e-64
315,80,575,0.00083113,6.339952647993144e-43,3.670937587827147e-05,27241.0,1.7270663137985423e-38
316,90,575,0.00093199,3.4527711430334913e-37,8.51538994911e-05,11744.0,4.054742253341391e-33
317,100,575,0.0010342,1.669940238262668e-32,9.947737115024999e-05,10053.0,1.6787136802604093e-28
318,110,575,0.00113701,1.1891191486879288e-28,7.494263482298952e-05,13343.999999999993,1.5867058203872393e-24
319,120,575,0.00124006,1.8759315954554944e-25,5.561046216096748e-05,17982.999999999993,3.3733429332514973e-21
320,130,575,0.00134324,9.008805574732432e-23,4.465816861838706e-05,22392.999999999993,2.0172805677981262e-18
321,140,575,0.00144668,1.6866341470457264e-20,3.6484791046269665e-05,27408.999999999993,4.622841733989248e-16
322,150,575,0.00155053,1.4809110387077951e-18,3.0085140231816814e-05,33240.0,4.9224003188844847e-14
323,160,575,0.00165481,6.982875625908156e-17,2.5200675173797784e-05,39681.999999999985,2.7709081513691145e-12
324,170,575,0.00175956,1.9667375581842735e-15,2.226524492724015e-05,44914.0,8.833217710433052e-11
325,180,575,0.00186455,3.574083858382906e-14,6.8366189153596765e-06,146272.0,5.227852982053882e-09
326,190,575,0.00197724,1.6411380890004754e-08,0.000221015756196825,4522.000000000002,7.425434807186165e-05
327,200,575,0.00210161,6.320513071814656e-08,0.00040934496293250003,2439.999999999999,0.00015440554163743045
328,210,575,0.002237505,2.1782085383874748e-07,0.0010689767415057,933.9999999999985,0.00020376575596204027
329,220,575,0.0023734,6.140934208284092e-07,0.00089384980449825,1111.9999999999986,0.0006870208146133922
330,230,575,,,,0.0,
331,240,575,,,,0.0,
332,250,575,,,,0.0,
333,260,575,,,,0.0,
334,270,575,,,,0.0,
335,280,575,,,,0.0,
336,290,575,,,,0.0,
337,300,575,,,,0.0,
