,dT,Tf,strainrange,df4,dc20,lte_cycles,ratio_dmgs
307,260,550,0.00286326,1.967496556482416e-10,0.00099144666539865,1009.0000000000013,1.9844703957840303e-07
308,270,550,0.00299779,6.634357934872863e-06,0.0009671727013735499,973.9999999999983,0.00685953803850227
309,280,550,0.00313539,1.1249515519074898e-05,0.000930677723175,970.0,0.012087444707172384
310,290,550,0.00327599,1.791832282128268e-05,0.00092855606664945,917.9999999999984,0.019296974587585388
311,300,550,0.00341987,2.702890483987022e-05,0.0009365338471493249,847.9999999999997,0.02886057447057823
312,50,575,0.00049942,4.269971737606853e-218,1.2182731098655118e-08,inf,
313,60,575,0.0005967,1.3581886028167266e-179,4.3174512250775954e-08,inf,
314,70,575,0.00069608,2.8624726209512067e-150,1.4129145579702796e-07,inf,
315,80,575,0.00079746,3.195539997793622e-74,4.3511070856172214e-07,inf,
316,90,575,0.00090077,2.2538460360640899e-63,1.2755881577726167e-06,783953.0000000002,1.7669073065084498e-57
317,100,575,0.00100597,1.4202971739465675e-54,3.5846486397396464e-06,278968.0,3.9621656588628e-49
318,110,575,0.00111304,2.461400037384243e-47,9.702715925220757e-06,103063.99999999994,2.5368155229467267e-42
319,120,575,0.00122198,2.6040836078143837e-41,2.533526389133345e-05,39471.000000000015,1.0278494113910432e-36
320,130,575,0.00133272,2.9830423054669092e-36,6.363221942632451e-05,15716.000000000011,4.687943202925327e-32
321,140,575,0.00144528,5.727027346817216e-32,0.0001519048746552,6584.0,3.7701405960912444e-28
322,150,575,0.0015598,2.5873920886001045e-28,0.0003386268367512,2954.000000000001,7.640835893054585e-25
323,160,575,0.00167651,3.5823866740934832e-25,0.000722157776461575,1385.0,4.960670356063246e-22
324,170,575,0.00179559,1.8579936887690282e-22,0.00128329705572435,779.9999999999984,1.4478282175441398e-19
325,180,575,0.00191726,4.233926163211151e-20,0.00180284672682285,555.0000000000003,2.3484670661230214e-17
326,190,575,0.00204146,9.99387840151036e-20,0.00192310530695985,520.0000000000009,5.196740066881324e-17
327,200,575,0.00216777,1.2033632230682298e-17,0.001659451727449125,603.0000000000002,7.251571125350026e-15
328,210,575,0.00229571,7.62834954280262e-16,0.00133190494128315,751.0000000000014,5.7273978843066e-13
329,220,575,0.00242512,2.7834758397348974e-14,0.0011086377076875,903.000000000001,2.51071727078536e-11
330,230,575,0.00255616,6.350137031896264e-13,0.000984196924996725,1017.0000000000011,6.452100052961855e-10
331,240,575,0.00268908,9.706857753908181e-12,0.000940468797327975,1063.999999999999,1.0321296976026152e-08
332,250,575,0.00282481,3.0210985459113497e-06,0.000904778451333525,1073.0000000000014,0.003339047853602886
333,260,575,0.00296366,5.7469594390539375e-06,0.0008847292582086,1068.0000000000005,0.006495726670880516
334,270,575,0.00310568,1.0102745860783072e-05,0.0008851494718707001,1025.0000000000014,0.011413604348011011
