heliostat_id,sigma_x,sigma_y,amplitude,x_locations,y_locations,x_normal,y_normal
2223,1.5234382900118877,1.6130915828254013,5.6921757630103995,179.007454,456.626531,24.427450772436877,10.8
2224,1.4342736313030997,1.7962085800180727,3.132970673681139,-263.717199,141.667845,37.236462264229466,10.8
2225,1.5022907427541115,1.6912156473910125,3.585900443316152,237.162277,285.459305,21.606651292619844,10.8
2226,1.5259195547311648,1.5926685649912506,5.426735149552337,-110.960393,511.821829,29.608614829021086,10.8
2227,1.5261321209315737,1.5858951854525594,5.401658317687967,-43.250481,539.076597,28.43107754431834,10.8
2228,1.6155654806926565,1.5853005872578692,5.1244412987552455,14.430526,540.616261,27.48904771376899,10.8
2229,1.5294986976203109,1.608111570574129,5.09209540085426,-137.241824,454.017017,30.31513719449488,10.8
2230,1.496915184675204,1.5786829104730646,3.628053630030587,-14.430526,540.616261,27.960062622090852,10.8
2231,1.4780762803302938,1.6687463724366858,7.833762403070511,233.824196,304.577579,21.946534845800954,10.8
2232,1.4780799175722246,1.5911305658028254,7.835239392837274,-120.510929,492.072305,29.844122274273225,10.8
2233,1.4781834478544726,1.6936941851980527,7.642400752454125,-259.18864,247.33886,34.86210967752398,10.8
2234,1.478195372574271,1.5829042495652585,7.913461595464885,83.497993,517.012455,26.311510419015583,10.8
2235,1.6024412763998135,1.6035349594957933,4.704748893431167,112.825739,460.692004,25.604988059083837,10.8
2236,1.6104481399056185,1.5883009338390037,5.102508003514242,94.088516,497.800551,26.076002974671866,10.8
2237,1.5975810631674896,2.302140635567826,5.22229798488984,165.846616,-21.647209,12.716865696267988,10.8
2238,1.4784299918231953,1.6528792093751798,7.579138409903108,229.767249,324.430578,22.286418399515455,10.8
2239,1.478453234199283,1.6770933479802475,7.327700565609454,-258.425516,266.362934,34.52222613475377,10.8
2240,1.6097248798791781,1.6415858606937526,5.164513585141965,224.516612,344.406457,22.62630192823638,10.8
2241,1.5342182373520976,1.611308833707865,4.783215307021042,-143.876376,433.817046,30.550644650418448,10.8
2242,1.4788736212982734,1.576952808581552,7.045803190277213,-83.497993,517.012455,29.13759991684426,10.8
2243,1.4789131683409518,1.6868816465432999,7.022554345456517,239.387065,266.550363,21.26676774474185,10.8
2244,1.5402817197042709,2.0719015541525043,4.483431315994374,200.358703,23.739736,14.903065632280885,10.8
2245,1.5819437633102562,1.5808226731515869,5.097717400842499,-94.088516,497.800551,29.37310736118798,10.8
2246,1.4465453164373627,1.5868165735181687,3.3031151110618096,-179.007454,456.626531,31.021659563422965,10.8
2247,1.479600209596308,1.5723364534875042,6.739016325463104,55.797792,520.73064,26.78252533834359,10.8
2248,1.4796629328808077,1.5937636942728768,6.820744130461431,-112.825739,460.692004,29.844122276776005,10.8
2249,1.5478937695308899,1.6221884966420481,4.367938674640616,218.45054,365.099289,22.96618549686584,10.8
2250,1.5685479041600452,1.694455142233681,4.922606497114711,-259.376158,229.099096,35.20199324649284,10.8
2251,1.4193178205463077,1.5769914496075572,3.277119847673503,67.398141,502.111071,26.547017884468488,10.8
2252,1.5572535789508397,2.444100866409329,4.677149099656906,144.663545,-39.654239,11.501220263547609,10.8
